SINGLES_COUNTRY_UND_JAZZ;S;BARBER, CHRIS    JAZZ BAND;Over in the New Burying Ground;B;54;Dixie;EP
SINGLES_COUNTRY_UND_JAZZ;S;BARBER, CHRIS    JAZZ BAND;Petite Fleur    ;A;56;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;BARBER, CHRIS    JAZZ BAND;Swanee River;B;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;BARBER, CHRIS    JAZZ BAND;Whistlin' Rufus;B;;Dixie;Mix
SINGLES_COUNTRY_UND_JAZZ;S;BARBER, CHRIS    JAZZ BAND;Wild Cat Blues;B;55;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;BARE, BOBBY;500 Miles Away From Home;B;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;BARE, BOBBY;500 Miles Away From Home;A;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;BARE, BOBBY;Detroit City    ;A;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;BARE, BOBBY;It All Depends On Linda;B;63;Country;
SINGLES_COUNTRY_UND_JAZZ;S;BARE, BOBBY;Jeannie's Last Kiss;B;64;Country;
SINGLES_COUNTRY_UND_JAZZ;S;BARE, BOBBY;Miller's Cave;A;64;Country;
SINGLES_COUNTRY_UND_JAZZ;S;BILK, Mr. ACKER;Acker's  Lacquer;B;61;Trad. Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BILK, Mr. ACKER;Limelight;A;61;Trad. Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BILK, Mr. ACKER;Lonely;B;61;Trad. Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BILK, Mr. ACKER;Stranger on the Shore;A;61;Trad. Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BRANDENBURG, INGE;All of Me   ;B;60;Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BRANDENBURG, INGE;Don't Take Your Love     ;A;60;Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BRANDENBURG, INGE;Lover Man;A;60;Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BRANDENBURG, INGE;There'll Never Be Another You;B;60;Jazz;EP
SINGLES_COUNTRY_UND_JAZZ;S;BROWN, CHARLES  ;Merry Christmas Baby;A;;;Mix
SINGLES_COUNTRY_UND_JAZZ;S;BRUBECK, DAVE    QUARTETT;All the Things You Are   ;A;53;Jazz;
SINGLES_COUNTRY_UND_JAZZ;S;BRUBECK, DAVE    QUARTETT;Blue Rondo A La Turk;B;62;Jazz;
SINGLES_COUNTRY_UND_JAZZ;S;BRUBECK, DAVE    QUARTETT;Lullaby In Rhythm;B;53;Jazz;
SINGLES_COUNTRY_UND_JAZZ;S;BRUBECK, DAVE    QUARTETT;Take Five  ;A;62;Jazz;
SINGLES_COUNTRY_UND_JAZZ;S;BRUNS, GEORG;Come Back Sweet Papa;A;;Dixie;EP
SINGLES_COUNTRY_UND_JAZZ;S;BRUNS, GEORG;Dallas Blues;B;;Dixie;EP
SINGLES_COUNTRY_UND_JAZZ;S;BRUNS, GEORG;Dixieland One Step   ;B;;Dixie;EP
SINGLES_COUNTRY_UND_JAZZ;S;BRUNS, GEORG;Ory's Creole Trombone   ;A;;Dixie;EP
SINGLES_COUNTRY_UND_JAZZ;S;BUCK, JOHN & the BLAZERS;Chi Chi;A;57;;
SINGLES_COUNTRY_UND_JAZZ;S;BUCK, JOHN & the BLAZERS;Forbidden City;B;57;;
SINGLES_COUNTRY_UND_JAZZ;S;CAIOLA, AL   DIXIELANDERS;Lady Of Spain;B;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;CAIOLA, AL   DIXIELANDERS;Midnight In Moscow;A;;Dixie;
SINGLES_COUNTRY_UND_JAZZ;S;CAMPBELL, GLEN;How High Did We Go;B;77;CountryPop;
