LP;LP;JOHNNY & HURRICANS, The;Happy Times;;Pop;BELLAPHON;
LP;LP;JOHNSON, ROBERT;King Of The Delta Blues;;Blues;COLUMBIA;
LP;LP;JONES, GEORGE;Golden Clssics  Vol. 1;84;Country;ASTAN;
LP;LP;JONES, NEAL;Tywhop's Greatest Hits;50iger;Country;CATTLE;
LP;LP;JONES, TOM;Green,Green Grass ..;;Country;DECCA;
LP;LP;JONES, TOM;Talk Of The Town;;Pop;Decca;
LP;LP;JOPLIN, JANIS;Janis Joplin;;BluesRock;AMIGA;
LP;LP;JOPLIN, JANIS;Pearl;;BluesRock;CBS;
LP;LP;JÜRGENS, UDO;Goldene Album;;Schlager;Ariola;
LP;LP;JÜRGENS, UDO;Portrit In Musik;;Schlager;Vogue;
LP;LP;KARAT; Sieben Brücken;;BluesRock;Amiga;
LP;LP;KARAT;5. Jahreszeit;;BluesRock;Amiga;
LP;LP;KARAT;Der Blaue Planet;;BluesRock;POOL;
LP;LP;KARAT;Karat;;BluesRock;Amiga;
LP;LP;KARAT;Schwanenkönig;;BluesRock;Amiga;
LP;LP;KARAT;Sieben Wunder;;BluesRock;POOL;
LP;LP;KELLY, GENE;Singin' In The Rain;;Pop;Decca;
LP;LP;KING, B. B.;Best Of ...;;Blues;ABC Rec.;
LP;LP;KING, BEN E.;Stand By Me;;Pop;PIC;
LP;LP;KINKS, The;Lola;;Beat;HALLMARK;
LP;LP;KNEF, HILDEGARD;Illusionen;;Chanson;Decca;
LP;LP;KNEF, HILDEGARD;Illusionen;;Chansons;Decca;
LP;LP;KNEF, HILDEGARD;Überall Blühen Rosen;;Chanson;Philips;
LP;LP;KRIS & RITA;Breakaway;;Country;Monument;
LP;LP;KRIS & RITA;Natural Act;;Country;Hallmark;
LP;LP;KRIS,WILLIE,DOLLY & BRENDA;….the Winning Land;82;DLP;Monument;
LP;LP;KRISTOFFERSON, KRIS;Border Lord;;Country;Monument;
LP;LP;KRISTOFFERSON, KRIS;Me & Bobby Mc..;;Country;Monument;
LP;LP;KRISTOFFERSON, KRIS;Silver Ton. Devil;;Country;Monument;
LP;LP;KRISTOFFERSON, KRIS;Surreal Thing;;Country;Monument;
LP;LP;LADY;Portrait;85;Rock;Pallas;
LP;LP;LAINE, FRANKIE;Hit Parade;;Country;Armando;
LP;LP;LAKE;Ouch!;;Rock;Caribou;
LP;LP;LAVI, DALIAH;Daliah Lavi;;Schlager;Polydor;
LP;LP;LAZY POKER;Dealin' W. Feeling;;JazzRock;Polydor;
LP;LP;LEANDER, ZARAH;Goldene Serie;;Politik;Ariola;
LP;LP;LEANDER, ZARAH;Wind Hat ...Erzählt;;Politik;Odeon;
LP;LP;LED ZEPPELIN;I;;BluesRock;Atlantic;
LP;LP;LED ZEPPELIN;II;;BluesRock;Atlantic;
LP;LP;LED ZEPPELIN;IV    ZOSO;;BluesRock;Atlantic;
LP;LP;LEE, ALBERT;Albert Lee;;Pop;Polydor;
LP;LP;LEE, PEGGY;Beauty and Beat;;Jazz;Emigold;
LP;LP;LEMPER, UTE;singt Kurt Weill;;Politik;Polydor;
LP;LP;LENNON, JOHN;Imagine;;SoftRock;Apple;
LP;LP;LES HUMPHRIES;...Promised Land;;Pop;Decca;
LP;LP;LES HUMPHRIES;World Of....;;Pop;Decca;
LP;LP;LEWIS, HUEY;Sports;;Pop;Chrysalis;
LP;LP;LEWIS, JERRY LEE;Drinkin' Wine Spo-Dee O'Dee;;CountryRock;Pickwick;
