CD_SAMPLER;CD;Clapton, Eric;Swing Low Sweet Chariot;ROCK HEROES (Collect.);1;75;ROCK;
CD_SAMPLER;CD;Clapton, Eric;Wonderful Tonight;NIGHT ROCK (Collection);2;77;ROCK;
CD_SAMPLER;CD;Clark, Petula;Downtown;1000 Nadelstiche;;65;Pop;
CD_SAMPLER;CD;Clark, Petula;No Go Showboat (J'ai Pas Les Temps);Dumb;;;french;
CD_SAMPLER;CD;Claypool, Les & Was;Guys Named Schmo;Wassermann (Trios);;;Instr.;
CD_SAMPLER;CD;Cleftones, The;Beginners at Love;GEE Story;2;;R & B;
CD_SAMPLER;CD;Cleftones, The;Heart and Soul;GEE Story;2;;R & B;
CD_SAMPLER;CD;Cleftones, The;Little Girl of Mine;GEE Story;1;;R & B;
CD_SAMPLER;CD;Cleftones, The;Lover Come back to Me;GEE Story;2;;R & B;
CD_SAMPLER;CD;Cleftones, The;You Baby You;GEE Story;1;;R & B;
CD_SAMPLER;CD;Cline, Patsy;I've Loved and lost Again;Country Gold;;;Country;
CD_SAMPLER;CD;Clippers, The;I'm Yours;GEE Story;2;;R & B;
CD_SAMPLER;CD;Clooney, Rosemary;Come-On-A My House;Pop Radio;;1951;Pop;
CD_SAMPLER;CD;Clooney, Rosemary;Half As Much;Pop Radio;;1951;Pop;
CD_SAMPLER;CD;Coasters, The;One Kiss Led To Another;Magic Radio;;56;R&B;
CD_SAMPLER;CD;Cocker, Joe;With a little Help From my Friend;ROCK STARS (Collection);2;68;ROCK;
CD_SAMPLER;CD;Cogan, Alma;Meet me on the Corner;Millennium;1;52;Pop;
CD_SAMPLER;CD;Cogan, Shaye;Ain't Nobody Home;GEE Story;2;;R & B;
CD_SAMPLER;CD;Cohn, Marc;Turn on your Radio;Nilsson;;;Rock;
CD_SAMPLER;CD;Coins, The;Blue, Can't Get no Place With You;GEE Story;1;;R & B;
CD_SAMPLER;CD;Coins, The;Look at me Girl;GEE Story;1;;R & B;
CD_SAMPLER;CD;Cole, Holly;God Only Knows;Bremen;;;Jazz;
CD_SAMPLER;CD;Cole, King (Trio);Route 66;Pop Radio;;1950;PopSwing;
CD_SAMPLER;CD;Cole, Nat King;Mona Lisa;Millennium;1;50;PopSwing;
CD_SAMPLER;CD;Cole, Nat King;Mona Lisa;Pop Radio;;1950;PopSwing;
CD_SAMPLER;CD;Cole, Nat King;Pretend;Millennium;2;53;PopSwing;
CD_SAMPLER;CD;Colman, Dave;Alaska Quinn;1000 Nadelstiche;;68;Pop;
CD_SAMPLER;CD;Coltrane, John;To Young to go Steady;Maryam;;;Welt;
CD_SAMPLER;CD;Como, Perry;A Dreamer's Holiday;Music Of My Life;2;49;Pop;
CD_SAMPLER;CD;Como, Perry;Don't let the Stars Get in your Eyes;Millennium;2;52;Pop;
CD_SAMPLER;CD;Como, Perry;Far Away Places;Music Of My Life;4;49;Pop;
CD_SAMPLER;CD;Como, Perry;Forever And Ever;Music Of My Life;1;49;Pop;
CD_SAMPLER;CD;Como, Perry;I Wanna Go Home With You;Music Of My Life;2;49;Pop;
CD_SAMPLER;CD;Como, Perry;If;Millennium;1;51;Pop;
CD_SAMPLER;CD;Como, Perry;N' Yot N' Yow;Music Of My Life;3;49;Pop;
CD_SAMPLER;CD;Como, Pery;„A“-You're Adorable;Music Of My Life;1;49;Pop;
CD_SAMPLER;CD;Cooder, Ry;All Shook Up;Cocktail;;;R&RRev;
CD_SAMPLER;CD;Costello, Elvis & Burke;Judgement, The;SOLOMON BURKE;;;Soul;
CD_SAMPLER;CD;Costello, Elvis & Was;Put Your Big Toe In the Milk of....;Wassermann (Trios);;;Blues;
CD_SAMPLER;CD;Cowan, John;Don't Leave Me;Nilsson;;;Rock;
CD_SAMPLER;CD;Cowboy Copas;I'm Waltzing With My Eyes;Music Of My Life;1;49;Country;
CD_SAMPLER;CD;Cream;I Feel Free;LEGENDARY ROCK (Coll.);2;66;SuperGroup;
CD_SAMPLER;CD;Creedence Clearwater Revival;Proud Mary;Biggest Hits Live USA;;;CountryRock;
